dob,photo_taken,full_path,gender,age
713736,2002,['51/17089051_1954-02-21_2002.jpg'],1.0,48
718277,2015,['70/1709270_1966-07-29_2015.jpg'],1.0,49
721974,2009,['49/17093549_1976-09-11_2009.jpg'],0.0,33
721598,2012,['93/1709593_1975-09-01_2012.jpg'],0.0,37
700076,1955,['75/170975_1916-09-28_1955.jpg'],1.0,39
699387,1940,['82/170982_1914-11-09_1940.jpg'],0.0,26
711182,2009,['84/170984_1947-02-24_2009.jpg'],1.0,62
706245,1958,['61/1709861_1933-08-19_1958.jpg'],0.0,25
724971,2015,['36/1709936_1984-11-25_2015.jpg'],1.0,31
722136,2012,['13/2700013_1977-02-20_2012.jpg'],1.0,35
716904,2009,['52/27001252_1962-10-25_2009.jpg'],1.0,47
714578,2011,['44/2700144_1956-06-12_2011.jpg'],1.0,55
713283,2010,['72/2700472_1952-11-25_2010.jpg'],1.0,58
727938,2012,['80/27011280_1993-01-09_2012.jpg'],1.0,19
724170,2006,['80/2702280_1982-09-16_2006.jpg'],1.0,24
726596,2015,['50/27024850_1989-05-08_2015.jpg'],1.0,26
700154,1953,['82/27029082_1916-12-15_1953.jpg'],1.0,37
710706,2010,['83/27032383_1945-11-05_2010.jpg'],1.0,65
696513,1945,['59/270359_1906-12-27_1945.jpg'],1.0,39
712651,2011,['77/27036977_1951-03-04_2011.jpg'],1.0,60
719144,2007,['91/2703791_1968-12-12_2007.jpg'],1.0,39
711328,1972,['63/2704463_1947-07-20_1972.jpg'],0.0,25
708559,2011,['97/2704497_1939-12-20_2011.jpg'],0.0,72
708380,2014,['70/27049970_1939-06-24_2014.jpg'],1.0,75
719199,2012,['10/27050110_1969-02-05_2012.jpg'],1.0,43
715485,2007,['98/2705698_1958-12-06_2007.jpg'],1.0,49
723075,2010,['81/27059681_1979-09-17_2010.jpg'],1.0,31
697584,1943,['33/2706033_1909-12-02_1943.jpg'],0.0,34
707895,1972,['21/2706321_1938-02-24_1972.jpg'],1.0,34
716641,2012,['35/2706335_1962-02-04_2012.jpg'],1.0,50
718956,2011,['94/2706494_1968-06-07_2011.jpg'],1.0,43
714969,1994,['66/27069266_1957-07-08_1994.jpg'],0.0,37
727465,2014,['16/27071316_1991-09-24_2014.jpg'],1.0,23
728021,2010,['10/27075510_1993-04-02_2010.jpg'],1.0,17
711547,2009,['65/2707965_1948-02-24_2009.jpg'],1.0,61
711595,2006,['46/27080146_1948-04-12_2006.jpg'],1.0,58
702009,1988,['54/2708154_1922-01-13_1988.jpg'],1.0,66
725900,2012,['24/27083624_1987-06-12_2012.jpg'],1.0,25
727093,2013,['35/27089335_1990-09-17_2013.jpg'],1.0,23
726270,2014,['67/27090067_1988-06-16_2014.jpg'],1.0,26
704399,2008,['26/27091826_1928-07-30_2008.jpg'],1.0,80
725798,2012,['05/27095505_1987-03-02_2012.jpg'],1.0,25
727708,2014,['43/37001243_1992-05-24_2014.jpg'],1.0,22
727904,2014,['59/37002259_1992-12-06_2014.jpg'],1.0,22
728522,2014,['93/37006093_1994-08-16_2014.jpg'],1.0,20
709079,1973,['52/3700852_1941-05-23_1973.jpg'],1.0,32
721969,2014,['40/370140_1976-09-06_2014.jpg'],0.0,38
725390,2013,['72/37014372_1986-01-18_2013.jpg'],0.0,27
727854,2013,['95/37014495_1992-10-17_2013.jpg'],1.0,21
716744,2008,['65/3701865_1962-05-18_2008.jpg'],0.0,46
704089,2011,['85/37022285_1927-09-24_2011.jpg'],0.0,84
711203,2012,['17/37025617_1947-03-17_2012.jpg'],1.0,65
724534,2011,['83/37025883_1983-09-15_2011.jpg'],1.0,28
721010,2007,['41/3702841_1974-01-21_2007.jpg'],0.0,33
728192,2014,['55/37031355_1993-09-20_2014.jpg'],1.0,21
729251,2015,['76/37033176_1996-08-14_2015.jpg'],1.0,19
718286,2013,['46/3703446_1966-08-07_2013.jpg'],1.0,47
710782,1990,['13/37035513_1946-01-20_1990.jpg'],1.0,44
726689,2012,['48/37035848_1989-08-09_2012.jpg'],1.0,23
727073,2013,['31/37038331_1990-08-28_2013.jpg'],0.0,23
726231,2013,['79/37041379_1988-05-08_2013.jpg'],1.0,25
698388,1953,['77/37043077_1912-02-14_1953.jpg'],1.0,41
730015,2013,['10/37054810_1998-09-17_2013.jpg'],1.0,15
722265,2012,['27/37066927_1977-06-29_2012.jpg'],1.0,35
725344,2007,['51/3707051_1985-12-03_2007.jpg'],0.0,22
702792,2013,['27/3707327_1924-03-06_2013.jpg'],0.0,89
718358,2013,['20/37074720_1966-10-18_2013.jpg'],1.0,47
725543,2013,['92/37074792_1986-06-20_2013.jpg'],1.0,27
728044,2015,['38/37075938_1993-04-25_2015.jpg'],1.0,22
729164,2013,['91/37079091_1996-05-19_2013.jpg'],0.0,17
710711,1970,['81/3709081_1945-11-10_1970.jpg'],1.0,25
722781,2012,['73/3709173_1978-11-27_2012.jpg'],0.0,34
706609,2009,['36/370936_1934-08-18_2009.jpg'],1.0,75
727445,2013,['27/37094627_1991-09-04_2013.jpg'],0.0,22
726609,2013,['36/37095636_1989-05-21_2013.jpg'],1.0,24
726942,2013,['63/37095763_1990-04-19_2013.jpg'],0.0,23
727602,2013,['64/37095764_1992-02-08_2013.jpg'],0.0,21
719023,2015,['84/47003684_1968-08-13_2015.jpg'],1.0,47
708085,1960,['85/47011385_1938-09-02_1960.jpg'],0.0,22
727140,2014,['67/47017167_1990-11-03_2014.jpg'],0.0,24
717498,2009,['41/4702041_1964-06-10_2009.jpg'],0.0,45
717534,2009,['32/470232_1964-07-16_2009.jpg'],1.0,45
729234,2013,['24/47023424_1996-07-28_2013.jpg'],0.0,17
714169,2013,['79/4702879_1955-04-30_2013.jpg'],1.0,58
720247,2007,['47/4702947_1971-12-20_2007.jpg'],1.0,36
727594,2014,['36/47030236_1992-01-31_2014.jpg'],1.0,22
728287,2012,['38/47038338_1993-12-24_2012.jpg'],0.0,19
716333,2012,['29/47041329_1961-04-02_2012.jpg'],1.0,51
722696,2014,['23/4704923_1978-09-03_2014.jpg'],1.0,36
724502,2015,['81/4705281_1983-08-14_2015.jpg'],0.0,32
719313,2014,['92/470692_1969-05-30_2014.jpg'],0.0,45
722409,2014,['81/47070281_1977-11-20_2014.jpg'],1.0,37
725093,2013,['47/4709147_1985-03-27_2013.jpg'],1.0,28
724558,2014,['19/4709419_1983-10-09_2014.jpg'],1.0,31
700193,1966,['18/47097818_1917-01-23_1966.jpg'],1.0,49
722555,2008,['71/47098671_1978-04-15_2008.jpg'],1.0,30
717232,2004,['33/5702833_1963-09-18_2004.jpg'],1.0,41
708369,1995,['72/5704472_1939-06-13_1995.jpg'],1.0,56
725870,2009,['42/5704942_1987-05-13_2009.jpg'],1.0,22
723061,2009,['41/5707741_1979-09-03_2009.jpg'],1.0,30
707857,2014,['21/5707921_1938-01-17_2014.jpg'],0.0,76
708945,1962,['37/5708437_1941-01-09_1962.jpg'],1.0,21
725778,2008,['33/5708533_1987-02-10_2008.jpg'],1.0,21
719173,2014,['65/5708865_1969-01-10_2014.jpg'],1.0,45
721814,2013,['58/5709158_1976-04-04_2013.jpg'],1.0,37
722033,2011,['66/6700466_1976-11-09_2011.jpg'],0.0,35
709369,2012,['59/670059_1942-03-09_2012.jpg'],1.0,70
720781,2006,['99/6701199_1973-06-06_2006.jpg'],0.0,33
697419,1940,['30/67030_1909-06-20_1940.jpg'],1.0,31
714444,2008,['42/670342_1956-01-30_2008.jpg'],1.0,52
719252,2014,['37/6703837_1969-03-30_2014.jpg'],1.0,45
726612,2010,['65/6706265_1989-05-24_2010.jpg'],1.0,21
723404,2010,['09/6706409_1980-08-11_2010.jpg'],1.0,30
727883,2009,['70/6708470_1992-11-15_2009.jpg'],0.0,17
720904,2012,['11/670911_1973-10-07_2012.jpg'],1.0,39
717340,2011,['19/6709419_1964-01-04_2011.jpg'],0.0,47
719451,2013,['93/670993_1969-10-15_2013.jpg'],1.0,44
704707,2014,['61/770361_1929-06-03_2014.jpg'],1.0,85
722709,2005,['62/7704262_1978-09-16_2005.jpg'],0.0,27
724914,2009,['33/7705333_1984-09-29_2009.jpg'],1.0,25
723343,2008,['57/7706857_1980-06-11_2008.jpg'],0.0,28
722028,2011,['24/7706924_1976-11-04_2011.jpg'],0.0,35
717933,2007,['18/870118_1965-08-19_2007.jpg'],1.0,42
720861,2009,['19/870119_1973-08-25_2009.jpg'],1.0,36
716941,2010,['55/870155_1962-12-01_2010.jpg'],1.0,48
717637,2014,['18/87018_1964-10-27_2014.jpg'],1.0,50
705571,2003,['89/8702889_1931-10-15_2003.jpg'],1.0,72
726925,2015,['05/8703405_1990-04-02_2015.jpg'],1.0,25
724980,2012,['14/8705714_1984-12-04_2012.jpg'],0.0,28
703140,1977,['19/870619_1925-02-17_1977.jpg'],1.0,52
724086,2007,['82/8706482_1982-06-24_2007.jpg'],0.0,25
703500,1951,['73/870673_1926-02-12_1951.jpg'],1.0,25
722113,2009,['89/870689_1977-01-28_2009.jpg'],1.0,32
713071,2008,['00/870700_1952-04-27_2008.jpg'],1.0,56
715264,2006,['67/8707567_1958-04-29_2006.jpg'],1.0,48
725865,2012,['61/8709661_1987-05-08_2012.jpg'],1.0,25
722004,2012,['11/970011_1976-10-11_2012.jpg'],0.0,36
691959,1941,['09/9700409_1894-07-08_1941.jpg'],1.0,47
725511,2010,['67/9700567_1986-05-19_2010.jpg'],1.0,24
715695,2013,['17/970217_1959-07-04_2013.jpg'],0.0,54
725343,2009,['58/9702658_1985-12-02_2009.jpg'],0.0,24
722391,2007,['03/970903_1977-11-02_2007.jpg'],1.0,30
724580,2014,['44/9709344_1983-10-31_2014.jpg'],1.0,31
709951,2007,['18/18000218_1943-10-12_2007.jpg'],1.0,64
722493,2008,['87/1800187_1978-02-12_2008.jpg'],1.0,30
710479,2014,['97/1800297_1945-03-23_2014.jpg'],0.0,69
717851,2012,['23/1800323_1965-05-29_2012.jpg'],1.0,47
715644,2010,['28/1800528_1959-05-14_2010.jpg'],0.0,51
721567,2011,['81/18005881_1975-08-01_2011.jpg'],1.0,36
708663,2013,['73/18006173_1940-04-02_2013.jpg'],1.0,73
724502,2009,['84/18010084_1983-08-14_2009.jpg'],1.0,26
702028,2005,['92/18010892_1922-02-01_2005.jpg'],0.0,83
714288,2011,['59/18015759_1955-08-27_2011.jpg'],1.0,56
726916,2009,['66/180166_1990-03-24_2009.jpg'],0.0,19
724464,2010,['52/18018252_1983-07-07_2010.jpg'],1.0,27
711845,2007,['01/18018301_1948-12-18_2007.jpg'],0.0,59
718620,2011,['63/1802063_1967-07-07_2011.jpg'],1.0,44
725981,2006,['76/18022576_1987-09-01_2006.jpg'],0.0,19
713255,1989,['30/180230_1952-10-28_1989.jpg'],0.0,37
717285,2011,['53/1802353_1963-11-10_2011.jpg'],1.0,48
718733,2013,['47/1802647_1967-10-28_2013.jpg'],0.0,46
725147,2014,['87/18027287_1985-05-20_2014.jpg'],1.0,29
715003,2013,['74/180274_1957-08-11_2013.jpg'],1.0,56
723501,2011,['01/1802901_1980-11-16_2011.jpg'],0.0,31
708528,2012,['28/1803028_1939-11-19_2012.jpg'],1.0,73
722862,2010,['06/180306_1979-02-16_2010.jpg'],1.0,31
723852,2013,['98/1803598_1981-11-02_2013.jpg'],1.0,32
699811,1952,['08/18041808_1916-01-07_1952.jpg'],1.0,36
724092,2011,['13/18046513_1982-06-30_2011.jpg'],1.0,29
720063,2008,['18/18048418_1971-06-19_2008.jpg'],1.0,37
726743,2015,['09/18050209_1989-10-02_2015.jpg'],1.0,26
706768,2006,['08/180508_1935-01-24_2006.jpg'],1.0,71
718736,2007,['32/180532_1967-10-31_2007.jpg'],1.0,40
728628,2011,['35/18054135_1994-11-30_2011.jpg'],0.0,17
717343,2015,['01/1805601_1964-01-07_2015.jpg'],0.0,51
724652,2014,['45/18056445_1984-01-11_2014.jpg'],1.0,30
710716,2008,['68/180568_1945-11-15_2008.jpg'],0.0,63
721095,2008,['29/18057829_1974-04-16_2008.jpg'],1.0,34
716094,2012,['77/18062477_1960-08-06_2012.jpg'],1.0,52
725604,2012,['87/18064687_1986-08-20_2012.jpg'],1.0,26
726198,2013,['36/18067536_1988-04-05_2013.jpg'],1.0,25
723503,2011,['20/1807120_1980-11-18_2011.jpg'],1.0,31
727957,2013,['54/18072854_1993-01-28_2013.jpg'],1.0,20
720268,2011,['66/18072966_1972-01-10_2011.jpg'],1.0,39
706872,1969,['33/180733_1935-05-08_1969.jpg'],1.0,34
713455,2014,['38/180738_1953-05-16_2014.jpg'],1.0,61
726006,2013,['56/18073956_1987-09-26_2013.jpg'],1.0,26
709345,1965,['56/1807556_1942-02-13_1965.jpg'],0.0,23
722555,2008,['61/1807761_1978-04-15_2008.jpg'],1.0,30
717687,2011,['58/1808158_1964-12-16_2011.jpg'],1.0,47
714599,2008,['33/180833_1956-07-03_2008.jpg'],1.0,52
721276,2006,['45/180845_1974-10-14_2006.jpg'],0.0,32
720713,2008,['80/1808880_1973-03-30_2008.jpg'],1.0,35
699237,1950,['50/18097650_1914-06-12_1950.jpg'],1.0,36
697384,1940,['77/180977_1909-05-16_1940.jpg'],0.0,31
698609,1943,['84/180984_1912-09-22_1943.jpg'],0.0,31
724996,2011,['08/18098608_1984-12-20_2011.jpg'],1.0,27
696672,1956,['97/180997_1907-06-04_1956.jpg'],0.0,49
725028,2010,['11/28005611_1985-01-21_2010.jpg'],1.0,25
727051,2010,['38/28009338_1990-08-06_2010.jpg'],0.0,20
701591,1953,['01/280101_1920-11-21_1953.jpg'],1.0,33
725863,2010,['22/28013522_1987-05-06_2010.jpg'],0.0,23
725541,2013,['56/28013756_1986-06-18_2013.jpg'],1.0,27
726625,2012,['33/28016133_1989-06-06_2012.jpg'],1.0,23
726759,2007,['17/2801717_1989-10-18_2007.jpg'],0.0,18
725750,2012,['17/28018617_1987-01-13_2012.jpg'],1.0,25
703894,2002,['01/2802601_1927-03-13_2002.jpg'],1.0,75
702399,1954,['12/28026412_1923-02-07_1954.jpg'],1.0,31
727250,2010,['80/28029380_1991-02-21_2010.jpg'],0.0,19
702073,2003,['62/28033262_1922-03-18_2003.jpg'],1.0,81
725334,2014,['02/28033802_1985-11-23_2014.jpg'],1.0,29
724842,2008,['79/28037579_1984-07-19_2008.jpg'],1.0,24
725482,2011,['50/28040650_1986-04-20_2011.jpg'],1.0,25
726596,2014,['69/28047269_1989-05-08_2014.jpg'],0.0,25
727211,2011,['27/28053727_1991-01-13_2011.jpg'],1.0,20
718220,2007,['81/2805881_1966-06-02_2007.jpg'],0.0,41
716829,2013,['40/2805940_1962-08-11_2013.jpg'],1.0,51
709192,2002,['49/2806149_1941-09-13_2002.jpg'],1.0,61
704243,1947,['02/28062402_1928-02-25_1947.jpg'],1.0,19
725844,2015,['03/28062403_1987-04-17_2015.jpg'],1.0,28
722594,2007,['46/2806446_1978-05-24_2007.jpg'],1.0,29
707815,1966,['69/2806569_1937-12-06_1966.jpg'],1.0,29
694137,1973,['21/28065721_1900-06-25_1973.jpg'],1.0,73
710679,1969,['95/2806695_1945-10-09_1969.jpg'],1.0,24
713664,1977,['98/2806698_1953-12-11_1977.jpg'],0.0,24
711288,2012,['13/2806813_1947-06-10_2012.jpg'],1.0,65
723093,2011,['25/2807325_1979-10-05_2011.jpg'],1.0,32
714880,2000,['39/280739_1957-04-10_2000.jpg'],1.0,43
723881,2012,['47/28075847_1981-12-01_2012.jpg'],1.0,31
723144,2014,['17/28077217_1979-11-25_2014.jpg'],1.0,35
723919,2011,['73/28080773_1982-01-08_2011.jpg'],1.0,29
726346,2011,['14/28082014_1988-08-31_2011.jpg'],1.0,23
717136,2007,['76/28082276_1963-06-14_2007.jpg'],1.0,44
715012,1983,['69/2808269_1957-08-20_1983.jpg'],0.0,26
725085,2010,['48/28082848_1985-03-19_2010.jpg'],0.0,25
717233,2009,['00/2808300_1963-09-19_2009.jpg'],1.0,46
722167,2013,['13/28088013_1977-03-23_2013.jpg'],1.0,36
726507,2013,['55/28088055_1989-02-08_2013.jpg'],0.0,24
715782,2010,['10/2809210_1959-09-29_2010.jpg'],1.0,51
704144,1976,['63/28094063_1927-11-18_1976.jpg'],1.0,49
713143,2010,['27/28094327_1952-07-08_2010.jpg'],1.0,58
722905,2014,['84/28094384_1979-03-31_2014.jpg'],0.0,35
706819,1969,['06/28097406_1935-03-16_1969.jpg'],1.0,34
719915,2013,['13/38000713_1971-01-22_2013.jpg'],0.0,42
725384,2013,['10/38007810_1986-01-12_2013.jpg'],0.0,27
708224,1961,['28/38021628_1939-01-19_1961.jpg'],1.0,22
707566,1961,['93/38022293_1937-04-01_1961.jpg'],1.0,24
728619,2013,['54/38030354_1994-11-21_2013.jpg'],1.0,19
720686,2012,['01/38031901_1973-03-03_2012.jpg'],1.0,39
727672,2015,['09/38032109_1992-04-18_2015.jpg'],1.0,23
717656,2011,['05/38033305_1964-11-15_2011.jpg'],1.0,47
719711,2009,['35/380335_1970-07-02_2009.jpg'],0.0,39
721218,2010,['97/3803397_1974-08-17_2010.jpg'],0.0,36
726588,2013,['95/38035595_1989-04-30_2013.jpg'],1.0,24
727983,2012,['59/38036459_1993-02-23_2012.jpg'],1.0,19
727936,2013,['61/38037961_1993-01-07_2013.jpg'],1.0,20
731893,2013,['87/380387_2003-11-08_2013.jpg'],0.0,10
725035,2014,['17/38041217_1985-01-28_2014.jpg'],1.0,29
713095,2013,['96/38041496_1952-05-21_2013.jpg'],1.0,61
694295,1957,['38/3804338_1900-11-30_1957.jpg'],0.0,57
724391,2014,['25/38045225_1983-04-25_2014.jpg'],0.0,31
723745,2014,['04/38050104_1981-07-18_2014.jpg'],1.0,33
717015,2008,['17/38056217_1963-02-13_2008.jpg'],1.0,45
715715,2011,['68/38062068_1959-07-24_2011.jpg'],1.0,52
728350,2013,['27/38063027_1994-02-25_2013.jpg'],1.0,19
716081,2012,['36/38065136_1960-07-24_2012.jpg'],1.0,52
705504,1954,['85/38065485_1931-08-09_1954.jpg'],1.0,23
709441,2008,['88/3806688_1942-05-20_2008.jpg'],1.0,66
716843,2010,['66/38072866_1962-08-25_2010.jpg'],0.0,48
701951,1972,['76/38074576_1921-11-16_1972.jpg'],1.0,51
725887,2013,['46/38077846_1987-05-30_2013.jpg'],1.0,26
721053,2007,['44/3807844_1974-03-05_2007.jpg'],1.0,33
697162,1970,['98/380798_1908-10-06_1970.jpg'],1.0,62
717015,2008,['20/38084520_1963-02-13_2008.jpg'],1.0,45
702597,1961,['77/38088077_1923-08-24_1961.jpg'],0.0,38
726280,2014,['73/38089073_1988-06-26_2014.jpg'],0.0,26
727388,2015,['72/38089872_1991-07-09_2015.jpg'],0.0,24
722025,2011,['23/38089923_1976-11-01_2011.jpg'],1.0,35
726288,2013,['33/38094133_1988-07-04_2013.jpg'],0.0,25
720333,2011,['35/38096635_1972-03-15_2011.jpg'],1.0,39
724654,2012,['49/38097449_1984-01-13_2012.jpg'],1.0,28
705032,2006,['83/380983_1930-04-24_2006.jpg'],1.0,76
705972,1959,['70/4801570_1932-11-19_1959.jpg'],1.0,27
710105,2011,['89/4801789_1944-03-14_2011.jpg'],1.0,67
707394,2011,['82/480182_1936-10-11_2011.jpg'],1.0,75
719064,2014,['92/4803592_1968-09-23_2014.jpg'],1.0,46
724079,2011,['90/4803690_1982-06-17_2011.jpg'],0.0,29
724391,2011,['73/4806773_1983-04-25_2011.jpg'],0.0,28
713490,2005,['28/4806928_1953-06-20_2005.jpg'],1.0,52
710722,1978,['71/48071_1945-11-21_1978.jpg'],0.0,33
714561,1978,['96/4807496_1956-05-26_1978.jpg'],1.0,22
728167,2015,['26/4808226_1993-08-26_2015.jpg'],0.0,22
724100,2015,['27/5800227_1982-07-08_2015.jpg'],1.0,33
723408,2014,['79/5801779_1980-08-15_2014.jpg'],0.0,34
716207,2011,['43/5801943_1960-11-27_2011.jpg'],1.0,51
725112,2007,['36/5802536_1985-04-15_2007.jpg'],0.0,22
714450,2011,['08/5803408_1956-02-05_2011.jpg'],1.0,55
725950,2015,['69/5803969_1987-08-01_2015.jpg'],1.0,28
714368,2007,['02/580502_1955-11-15_2007.jpg'],1.0,52
702473,1956,['15/5806015_1923-04-22_1956.jpg'],0.0,33
715173,1996,['31/5806231_1958-01-28_1996.jpg'],1.0,38
722215,2010,['24/5807024_1977-05-10_2010.jpg'],1.0,33
720750,2009,['39/5807139_1973-05-06_2009.jpg'],0.0,36
698328,1949,['80/5807480_1911-12-16_1949.jpg'],1.0,38
722598,2008,['17/5808517_1978-05-28_2008.jpg'],1.0,30
720361,2009,['19/5808619_1972-04-12_2009.jpg'],1.0,37
723238,2008,['48/6800048_1980-02-27_2008.jpg'],1.0,28
714844,2007,['24/6802024_1957-03-05_2007.jpg'],1.0,50
717349,1965,['33/6802033_1964-01-13_1965.jpg'],1.0,1
703005,1949,['92/6803192_1924-10-05_1949.jpg'],0.0,25
715961,2010,['33/680333_1960-03-26_2010.jpg'],0.0,50
722630,2012,['15/6803715_1978-06-29_2012.jpg'],0.0,34
710882,2013,['75/680375_1946-04-30_2013.jpg'],1.0,67
716217,2013,['99/6805499_1960-12-07_2013.jpg'],1.0,53
706596,2011,['74/680674_1934-08-05_2011.jpg'],1.0,77
714607,2010,['40/680840_1956-07-11_2010.jpg'],0.0,54
716222,2015,['17/6808817_1960-12-12_2015.jpg'],1.0,55
707126,2012,['98/6808898_1936-01-17_2012.jpg'],0.0,76
712749,1970,['04/6808904_1951-06-10_1970.jpg'],0.0,19
695655,1955,['90/68090_1904-08-21_1955.jpg'],1.0,51
723412,2014,['65/6809765_1980-08-19_2014.jpg'],1.0,34
725956,2012,['55/780055_1987-08-07_2012.jpg'],1.0,25
720136,2009,['44/7805044_1971-08-31_2009.jpg'],0.0,38
718633,2013,['76/7805276_1967-07-20_2013.jpg'],0.0,46
718904,2014,['64/880064_1968-04-16_2014.jpg'],1.0,46
711690,2014,['99/880099_1948-07-16_2014.jpg'],1.0,66
714348,1980,['06/8802406_1955-10-26_1980.jpg'],1.0,25
699956,1950,['58/8803758_1916-05-31_1950.jpg'],1.0,34
723529,2012,['25/8804525_1980-12-14_2012.jpg'],1.0,32
719765,2009,['48/88048_1970-08-25_2009.jpg'],0.0,39
715445,2012,['36/8806636_1958-10-27_2012.jpg'],0.0,54
722723,2012,['60/8807060_1978-09-30_2012.jpg'],1.0,34
713185,2005,['79/88079_1952-08-19_2005.jpg'],1.0,53
724597,2009,['47/8808047_1983-11-17_2009.jpg'],1.0,26
702503,1977,['25/8808325_1923-05-22_1977.jpg'],1.0,54
708456,1976,['65/9803865_1939-09-08_1976.jpg'],1.0,37
714175,2009,['47/980547_1955-05-06_2009.jpg'],1.0,54
710552,2012,['28/9805628_1945-06-04_2012.jpg'],0.0,67
690190,1942,['77/9805977_1889-09-03_1942.jpg'],1.0,53
714563,2012,['93/980793_1956-05-28_2012.jpg'],1.0,56
725872,2015,['36/980836_1987-05-15_2015.jpg'],1.0,28
717356,2013,['45/980845_1964-01-20_2013.jpg'],1.0,49
724865,2013,['64/9808564_1984-08-11_2013.jpg'],1.0,29
709842,2014,['95/9809495_1943-06-25_2014.jpg'],1.0,71
717338,2003,['76/19000476_1964-01-02_2003.jpg'],1.0,39
719885,2006,['16/19004516_1970-12-23_2006.jpg'],1.0,36
705364,2014,['77/19008577_1931-03-22_2014.jpg'],1.0,83
716396,2004,['24/19012824_1961-06-04_2004.jpg'],1.0,43
723945,2015,['00/19017900_1982-02-03_2015.jpg'],0.0,33
726583,2006,['19/19019019_1989-04-25_2006.jpg'],0.0,17
707075,2005,['16/190216_1935-11-27_2005.jpg'],0.0,70
716989,2013,['59/19024459_1963-01-18_2013.jpg'],1.0,50
718315,2008,['40/19025740_1966-09-05_2008.jpg'],1.0,42
696883,1948,['72/1902872_1908-01-01_1948.jpg'],0.0,40
725832,2012,['11/19030311_1987-04-05_2012.jpg'],1.0,25
703539,1955,['03/19030803_1926-03-23_1955.jpg'],0.0,29
721920,2014,['35/19032335_1976-07-19_2014.jpg'],1.0,38
714442,2007,['68/1903368_1956-01-28_2007.jpg'],1.0,51
724215,2012,['44/1903444_1982-10-31_2012.jpg'],1.0,30
716211,2012,['79/1903779_1960-12-01_2012.jpg'],0.0,52
710125,2012,['12/1904112_1944-04-03_2012.jpg'],1.0,68
705431,1961,['14/190414_1931-05-28_1961.jpg'],0.0,30
722000,2007,['99/19042499_1976-10-07_2007.jpg'],1.0,31
710160,1974,['64/19043864_1944-05-08_1974.jpg'],1.0,30
718829,2005,['35/19043935_1968-02-01_2005.jpg'],0.0,37
722325,2013,['61/19045461_1977-08-28_2013.jpg'],1.0,36
705388,1956,['55/1904655_1931-04-15_1956.jpg'],1.0,25
724268,2009,['16/19047616_1982-12-23_2009.jpg'],1.0,27
723958,2008,['25/19049225_1982-02-16_2008.jpg'],0.0,26
726830,2010,['04/19050004_1989-12-28_2010.jpg'],1.0,21
718171,2006,['89/1905289_1966-04-14_2006.jpg'],1.0,40
704041,1951,['02/19062002_1927-08-07_1951.jpg'],1.0,24
719313,2008,['20/19062020_1969-05-30_2008.jpg'],0.0,39
718511,2006,['54/19063954_1967-03-20_2006.jpg'],1.0,39
725410,2012,['76/19064476_1986-02-07_2012.jpg'],1.0,26
725388,2014,['89/19064689_1986-01-16_2014.jpg'],1.0,28
718147,2011,['53/1907253_1966-03-21_2011.jpg'],1.0,45
722969,2010,['56/1907456_1979-06-03_2010.jpg'],1.0,31
726463,2011,['37/19078237_1988-12-26_2011.jpg'],1.0,23
725860,2013,['06/19078906_1987-05-03_2013.jpg'],0.0,26
723757,2010,['36/19079736_1981-07-30_2010.jpg'],0.0,29
726152,2014,['84/19079884_1988-02-19_2014.jpg'],0.0,26
725855,2012,['37/19079937_1987-04-28_2012.jpg'],0.0,25
713423,2007,['14/1908114_1953-04-14_2007.jpg'],1.0,54
720845,2010,['92/19081292_1973-08-09_2010.jpg'],1.0,37
724247,2015,['41/19083141_1982-12-02_2015.jpg'],0.0,33
726727,2014,['78/19083378_1989-09-16_2014.jpg'],1.0,25
727582,2008,['52/19084452_1992-01-19_2008.jpg'],0.0,16
724115,2014,['89/19086989_1982-07-23_2014.jpg'],1.0,32
723418,2004,['47/1909647_1980-08-25_2004.jpg'],1.0,24
712126,1973,['49/1909649_1949-09-25_1973.jpg'],1.0,24
721762,2008,['30/1909930_1976-02-12_2008.jpg'],0.0,32
709151,2011,['95/190995_1941-08-03_2011.jpg'],0.0,70
730800,2015,['75/29012475_2000-11-10_2015.jpg'],0.0,15
723396,2014,['59/2901559_1980-08-03_2014.jpg'],1.0,34
711438,2013,['64/290164_1947-11-07_2013.jpg'],1.0,66
727297,2013,['98/29016698_1991-04-09_2013.jpg'],1.0,22
714328,2009,['06/29025306_1955-10-06_2009.jpg'],1.0,54
726533,2015,['31/29028131_1989-03-06_2015.jpg'],1.0,26
726304,2013,['39/29032139_1988-07-20_2013.jpg'],0.0,25
720560,2009,['21/29039721_1972-10-28_2009.jpg'],1.0,37
722102,2013,['62/29041862_1977-01-17_2013.jpg'],1.0,36
726973,2014,['90/29041890_1990-05-20_2014.jpg'],1.0,24
727394,2014,['15/29042515_1991-07-15_2014.jpg'],1.0,23
725574,2012,['50/29044050_1986-07-21_2012.jpg'],0.0,26
728138,2013,['71/29044071_1993-07-28_2013.jpg'],0.0,20
722968,2015,['82/290482_1979-06-02_2015.jpg'],0.0,36
710588,1971,['95/29050295_1945-07-10_1971.jpg'],0.0,26
721731,2015,['95/29053695_1976-01-12_2015.jpg'],1.0,39
725773,2012,['42/29056942_1987-02-05_2012.jpg'],1.0,25
715942,2008,['78/29065878_1960-03-07_2008.jpg'],1.0,48
701419,2007,['79/290679_1920-06-02_2007.jpg'],1.0,87
718080,2011,['84/29070184_1966-01-13_2011.jpg'],0.0,45
